"id","description"
"6689","PRIVILEGE DOUBLE OR TWIN,1 QUEEN BED,NONSMOKING + PRIVATE SALE: SAVE 10%"
"6685","PRIVILEGE DOUBLE OR TWIN,2 TWIN BEDS,NONSMOKING + PRIVATE SALE"
"6690","PRIVILEGE DOUBLE OR TWIN,2 TWIN BEDS,NONSMOKING + PRIVATE SALE: SAVE 10%"
"5545","PRIVILEGE ROOM + EARLY BOOKING DISCOUNT"
"5539","PRIVILEGE ROOM + EXCLUSIVE DISCOUNT"
"12255","PRIVILEGE ROOM WITH TWIN BEDS"
"6350","PRIVILEGE ROOM,1 DOUBLE BED,NONSMOKING + SAVE10%"
"6349","PRIVILEGE ROOM,2 TWIN BEDS,NONSMOKING + SAVE10%"
"11165","PRIVILEGE, TWIN BEDS"
"6292","PRIVILEGE,1 DOUBLE BED,NONSMOKING + BOOK NOW AND SAVE"
"8677","PRIVILEGE,1 DOUBLE BED,NONSMOKING + SAVE11%"
"6291","PRIVILEGE,2 TWIN BEDS,NONSMOKING + BOOK NOW AND SAVE"
"8676","PRIVILEGE,2 TWIN BEDS,NONSMOKING + SAVE11%"
"12213","QRADRUPLE"
"5535","QUADRUPLE"
"5530","QUADRUPLE + EXCLUSIVE DISCOUNT"
"12275","QUADRUPLE CAPACITY 1"
"3070","QUADRUPLE COMFORT"
"12925","QUADRUPLE FAMILIAR ROOM"
"12305","QUADRUPLE QUEEN SIZE BED"
"729","QUADRUPLE ROOM"
"13594","QUADRUPLE ROOM   NON REFUNDABLE"
"3186","QUADRUPLE ROOM   TARIFA EMPAQUETADA    NO REEMBOLSABLE"
"11934","QUADRUPLE ROOM  NONREFUNDABLE"
"13580","QUADRUPLE ROOM , 1 DOUBLE BED AND 1 DOUBLE SOFA BED"
"13581","QUADRUPLE ROOM , 1 DOUBLE BED AND 1 DOUBLE SOFA BED + "
"719","QUADRUPLE ROOM + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"11552","QUADRUPLE ROOM NONREFUNDABLE"
"13487","QUADRUPLE ROOM SHARED BATHROOM"
"6444","QUADRUPLE ROOM,1 DOUBLE BED AND 1 DOUBLE SOFA BED,NONSMOKING"
"6299","QUADRUPLE ROOM,1 DOUBLE BED,NONSMOKING"
"6538","QUADRUPLE ROOM,2 DOUBLE BEDS,NONSMOKING + SAVE11%"
"6298","QUADRUPLE ROOM,2 TWIN BEDS,NONSMOKING"
"764","QUADRUPLE STANDARD"
"14133","QUADRUPLE STANDARD   TARIFA EMPAQUETADA"
"758","QUADRUPLE STANDARD + NONREFUNDABLE RATE. NO AMENDMENTS PERMITTED"
"12921","QUADRUPLE THREE BEDS"
"12613","QUADRUPLE TWO DOUBLE BEDS"
"11489","QUADRUPLO"
"14401","QUADRUPLO    NO REEMBOLSABLE"
"14394","QUADRUPLO   TARIFA EMPAQUETADA    NO REEMBOLSABLE"
"16277","QUARTO (COZY) 1 CAMA KING SIZE"
"16226","QUARTO (MANSARDA) 1 CAMA DE CASAL + PREÇO PARA MEMBROS: 28%"
"16239","QUARTO (MELIA) 1 CAMA QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"16187","QUARTO (MELIA) 1 CAMA QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U>"
"16240","QUARTO (MELIA) 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"16188","QUARTO (MELIA) 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U>"
"16247","QUARTO (UNIQUE) 1 CAMA KING SIZE <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 29%"
"172","QUARTO 2 PAX + PARKING"
"16407","QUARTO BÁSICO, 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16409","QUARTO BÁSICO, 1 CAMA DE CASAL <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA"
"16395","QUARTO BÁSICO, 1 CAMA DE CASAL, CASA DE BANHO PARTILHADA <U>NON REFUNDABLE</U>"
"16651","QUARTO CIDADE 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16609","QUARTO CIDADE 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16652","QUARTO CIDADE 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16610","QUARTO CIDADE 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16166","QUARTO CLÁSSICO 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U>"
"13292","QUARTO CLASSICO 1PAX"
"13293","QUARTO CLASSICO 2PAX"
"16340","QUARTO CLÁSSICO COM CAMA DE CASAL (GARDEN) 1 CAMA QUEEN SIZE + POUPE 20%  OFERTA ESPECIAL"
"16328","QUARTO CLÁSSICO COM CAMA DE CASAL (GARDEN) 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U> + POUPE 20%  OFERTA ESPECIAL"
"16469","QUARTO CLÁSSICO COM CAMA DE CASAL (RENOVATED, 1 DOUBLE BED SWEET BED) 1 CAMA DE CASAL"
"16455","QUARTO CLÁSSICO COM CAMA DE CASAL (RENOVATED, 1 DOUBLE BED SWEET BED) 1 CAMA DE CASAL <U>NON REFUNDABLE</U>"
"16607","QUARTO CLÁSSICO COM CAMA DE CASAL 1 CAMA DE CASAL + PREÇO PARA MEMBROS: 10%"
"16002","QUARTO CLÁSSICO COM CAMA DE CASAL 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16583","QUARTO CLÁSSICO COM CAMA DE CASAL 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 10%"
"16498","QUARTO CLÁSSICO COM CAMA DE CASAL 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16475","QUARTO CLÁSSICO COM CAMA DE CASAL 1 CAMA QUEEN SIZE + PREÇO PARA MEMBROS: 30%"
"16446","QUARTO CLÁSSICO COM CAMA DE CASAL 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 29%"
"16480","QUARTO CLÁSSICO COM CAMA DE CASAL 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 30%"
"16463","QUARTO CLÁSSICO COM CAMA DE CASAL 1 CAMA QUEEN SIZE <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U> + PREÇO EXCLUSIVO PARA MEMBROS"
"16003","QUARTO CLÁSSICO COM CAMA DE CASAL 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15987","QUARTO CLÁSSICO COM CAMA DE CASAL 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U> + PROMOÇÃO PRIVADA"
"13290","QUARTO CLASSICO PEQUEÑO 1PAX"
"13291","QUARTO CLASSICO PEQUEÑO 2PAX"
"13311","QUARTO CLASSICO SUPERIOR 1PAX"
"15863","QUARTO CLÁSSICO, 2 CAMAS INDIVIDUAIS, VISTA PARA O RIO <U>NON REFUNDABLE</U>"
"16199","QUARTO CLUB 1 CAMA DE CASAL + PREÇO PARA MEMBROS: 28%"
"15840","QUARTO COMFORT, 1 CAMA KING SIZE, NÃO FUMADORES, VARANDA"
"15822","QUARTO COMFORT, 1 CAMA KING SIZE, NÃO FUMADORES, VARANDA <U>NON REFUNDABLE</U>"
"15764","QUARTO COMFORT, 1 CAMA KING SIZE, NÃO FUMADORES, VARANDA <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"15758","QUARTO COMFORT, 2 CAMAS INDIVIDUAIS, NÃO FUMADORES, VARANDA"
"15735","QUARTO COMFORT, 2 CAMAS INDIVIDUAIS, NÃO FUMADORES, VARANDA <U>NON REFUNDABLE</U>"
"15763","QUARTO COMFORT, 2 CAMAS INDIVIDUAIS, NÃO FUMADORES, VARANDA <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"14423","QUARTO CONFORT INDIVIDUAL"
"16140","QUARTO CONFORT INDIVIDUAL 1 CAMA QUEEN SIZE + PROMOÇÃO PRIVADA: POUPE 10%"
"15900","QUARTO DE LUXO, 1 CAMA KING SIZE"
"15884","QUARTO DE LUXO, 1 CAMA KING SIZE <U>NON REFUNDABLE</U>"
"16718","QUARTO DELUXE (GRAND) 1 CAMA KING SIZE"
"16715","QUARTO DELUXE (GRAND) 1 CAMA KING SIZE <U>NON REFUNDABLE</U>"
"16317","QUARTO DELUXE (KING SIZE BED) 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"16308","QUARTO DELUXE (KING SIZE BED) 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"15830","QUARTO DELUXE (KING) 1 CAMA KING SIZE + POUPE 10%"
"15895","QUARTO DELUXE 1 CAMA DE CASAL"
"15883","QUARTO DELUXE 1 CAMA DE CASAL <U>NON REFUNDABLE</U>"
"16541","QUARTO DELUXE 1 CAMA KING SIZE + PREÇO PARA MEMBROS: 10%"
"16510","QUARTO DELUXE 1 CAMA KING SIZE <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 20%"
"15835","QUARTO DELUXE, 1 CAMA KING SIZE, PÁTIO, VISTA"
"15846","QUARTO DELUXE, 1 CAMA QUEEN SIZE, ACESSO À PISCINA <U>NON REFUNDABLE</U>"
"15812","QUARTO DELUXE, 2 CAMAS INDIVIDUAIS, ACESSO À PISCINA"
"15784","QUARTO DELUXE, 2 CAMAS INDIVIDUAIS, ACESSO À PISCINA <U>NON REFUNDABLE</U>"
"16378","QUARTO DELUXE, 2 CAMAS INDIVIDUAIS, VISTA PARA A CIDADE"
"15910","QUARTO DELUXE, NÃO FUMADORES, VARANDA 1 CAMA KING SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"15911","QUARTO DELUXE, NÃO FUMADORES, VARANDA 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"15919","QUARTO DELUXE, NÃO FUMADORES, VISTA PARA O PARQUE 1 CAMA KING SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U>"
"15917","QUARTO DELUXE, NÃO FUMADORES, VISTA PARA O PARQUE 1 CAMA KING SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"15918","QUARTO DELUXE, NÃO FUMADORES, VISTA PARA O PARQUE 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U>"
"15916","QUARTO DELUXE, NÃO FUMADORES, VISTA PARA O PARQUE 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"15809","QUARTO DELUXE, VISTA (PANORAMIC) 1 CAMA QUEEN SIZE + POUPE 10%"
"16343","QUARTO DELUXE, VISTA PARA A CIDADE 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 12%"
"15844","QUARTO DELUXE, VISTA PARA A CIDADE 1 CAMA KING SIZE + POUPE 10%"
"15845","QUARTO DELUXE, VISTA PARA A CIDADE 1 CAMA KING SIZE <U>PACKAGE RATE</U> + RESERVE JÁ E COMECE A POUPAR"
"16448","QUARTO DELUXE, VISTA PARA A CIDADE 1 CAMA QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16344","QUARTO DELUXE, VISTA PARA A CIDADE 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PROMOÇÃO PRIVADA: POUPE 12%"
"16419","QUARTO DELUXE, VISTA PARA A CIDADE 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16346","QUARTO DELUXE, VISTA PARA A CIDADE 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>PACKAGE RATE</U> + RESERVE JÁ E COMECE A POUPAR"
"16680","QUARTO DELUXE, VISTA PARA O MAR 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16681","QUARTO DELUXE, VISTA PARA O MAR 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15935","QUARTO DELUXE, VISTA PARA O RIO (EXTRA BED 3 ADULTS) 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"15920","QUARTO DELUXE, VISTA PARA O RIO (EXTRA BED 3 ADULTS) 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U>"
"15927","QUARTO DELUXE, VISTA PARA O RIO (EXTRA BED 3 ADULTS) 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"15921","QUARTO DELUXE, VISTA PARA O RIO (EXTRA BED 3 ADULTS) 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U>"
"14583","QUARTO DUPLO"
"16151","QUARTO DUPLO (INTERIOR) 1 CAMA DE CASAL + PROMOÇÃO PRIVADA: POUPE 10%"
"16062","QUARTO DUPLO (INTERIOR) 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16250","QUARTO DUPLO (MANSARD) 1 CAMA DE CASAL + RESERVE CEDO E POUPE 4%"
"16201","QUARTO DUPLO (MANSARD) 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + RESERVE CEDO E POUPE 4%"
"16302","QUARTO DUPLO (MINI) 1 CAMA DE CASAL + POUPE 20%  OFERTA ESPECIAL"
"16139","QUARTO DUPLO (SINGLE USE) 1 CAMA QUEEN SIZE <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"16515","QUARTO DUPLO (WITH SOFA BED) 2 CAMAS INDIVIDUAIS E 1 SOFÁ CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + POUPE 40%  OFERTA SAZONAL"
"16492","QUARTO DUPLO 1 CAMA DE CASAL + POUPE 40%  OFERTA SAZONAL"
"15565","QUARTO DUPLO 1 CAMA DE CASAL + POUPE 44%"
"15492","QUARTO DUPLO 1 CAMA DE CASAL + PREÇO PARA MEMBROS: 10%"
"15658","QUARTO DUPLO 1 CAMA DE CASAL + PREÇO PARA MEMBROS: 33%"
"15551","QUARTO DUPLO 1 CAMA DE CASAL + PROMOÇÃO PRIVADA: POUPE 10%"
"16450","QUARTO DUPLO 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + POUPE 40%  OFERTA SAZONAL"
"15986","QUARTO DUPLO 1 CAMA DE CASAL <U>NON REFUNDABLE</U>"
"15488","QUARTO DUPLO 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 10%"
"15603","QUARTO DUPLO 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 33%"
"15522","QUARTO DUPLO 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16453","QUARTO DUPLO 1 CAMA DE CASAL <U>PACKAGE RATE</U>"
"15639","QUARTO DUPLO 1 CAMA DE CASAL <U>PACKAGE RATE</U> + PREÇO EXCLUSIVO PARA MEMBROS"
"16048","QUARTO DUPLO 1 CAMA DE CASAL <U>PACKAGE RATE</U> + PROMOÇÃO PRIVADA"
"16443","QUARTO DUPLO 1 CAMA DE CASAL <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"16458","QUARTO DUPLO 1 CAMA DE CASAL <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA"
"16442","QUARTO DUPLO 1 CAMA QUEEN SIZE + PREÇO PARA MEMBROS: 11%"
"16633","QUARTO DUPLO 1 CAMA QUEEN SIZE + PREÇO PARA MEMBROS: 30%"
"16602","QUARTO DUPLO 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 30%"
"16449","QUARTO DUPLO 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + POUPE 40%  OFERTA SAZONAL"
"16393","QUARTO DUPLO BÁSICO, 1 CAMA DE CASAL, CASA DE BANHO PARTILHADA (1) <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 11%"
"16391","QUARTO DUPLO BÁSICO, 1 CAMA DE CASAL, CASA DE BANHO PARTILHADA (6) <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 11%"
"16392","QUARTO DUPLO BÁSICO, 1 CAMA DE CASAL, CASA DE BANHO PARTILHADA (9) <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 11%"
"16396","QUARTO DUPLO BÁSICO, 1 CAMA DE CASAL, CASA DE BANHO PRIVATIVA <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 11%"
"16398","QUARTO DUPLO BÁSICO, 1 CAMA DE CASAL, VISTA PARA A CIDADE <U>NON REFUNDABLE</U>"
"16400","QUARTO DUPLO BÁSICO, 1 CAMA DE CASAL, VISTA PARA A CIDADE <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"16161","QUARTO DUPLO CLÁSSICO PARA 1 PESSOA, VARANDA 1 CAMA DE CASAL E 2 CAMAS INDIVIDUAIS"
"16037","QUARTO DUPLO CLUB 1 CAMA QUEEN SIZE + PROMOÇÃO PRIVADA: POUPE 10%"
"16661","QUARTO DUPLO COMFORT (MANSARD) 1 CAMA KING SIZE + PROMOÇÃO PRIVADA: POUPE 10%"
"16656","QUARTO DUPLO COMFORT (MANSARD) 1 CAMA KING SIZE <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"15655","QUARTO DUPLO COMFORT, 1 CAMA KING SIZE + PREÇO PARA MEMBROS: 13%"
"15572","QUARTO DUPLO COMFORT, 1 CAMA KING SIZE <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 13%"
"16694","QUARTO DUPLO COMFORT, VISTA PARA O PARQUE 1 CAMA DE CASAL + PROMOÇÃO PRIVADA: POUPE 10%"
"16246","QUARTO DUPLO DELUXE (WITH EXTRA BED) 1 CAMA KING SIZE + PREÇO PARA MEMBROS: 25%"
"16130","QUARTO DUPLO DELUXE (WITH EXTRA BED) 1 CAMA KING SIZE + PREÇO PARA MEMBROS: 26%"
"16106","QUARTO DUPLO DELUXE (WITH EXTRA BED) 1 CAMA KING SIZE <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 26%"
"16707","QUARTO DUPLO DELUXE (WITH SOFA BED FOR CHILD) 1 CAMA DE CASAL E 1 SOFÁ CAMA INDIVIDUAL"
"16663","QUARTO DUPLO DELUXE (WITH SOFA BED) 1 CAMA DE CASAL E 1 SOFÁ CAMA INDIVIDUAL + POUPE 40%  OFERTA SAZONAL"
"15800","QUARTO DUPLO DELUXE 1 CAMA DE CASAL"
"16347","QUARTO DUPLO DELUXE 1 CAMA DE CASAL + POUPE 20%  OFERTA ESPECIAL"
"16427","QUARTO DUPLO DELUXE 1 CAMA DE CASAL + PREÇO PARA MEMBROS: 19%"
"16566","QUARTO DUPLO DELUXE 1 CAMA DE CASAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + POUPE 40%  OFERTA SAZONAL"
"15793","QUARTO DUPLO DELUXE 1 CAMA DE CASAL <U>NON REFUNDABLE</U>"
"16332","QUARTO DUPLO DELUXE 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + POUPE 20%  OFERTA ESPECIAL"
"16423","QUARTO DUPLO DELUXE 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 19%"
"16353","QUARTO DUPLO DELUXE 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16444","QUARTO DUPLO DELUXE 1 CAMA DE CASAL <U>PACKAGE RATE</U>"
"16459","QUARTO DUPLO DELUXE 1 CAMA DE CASAL <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"16198","QUARTO DUPLO DELUXE 1 CAMA KING SIZE + PREÇO PARA MEMBROS: 25%"
"16060","QUARTO DUPLO DELUXE 1 CAMA KING SIZE + PREÇO PARA MEMBROS: 26%"
"16032","QUARTO DUPLO DELUXE 1 CAMA KING SIZE <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 26%"
"16599","QUARTO DUPLO DELUXE 1 CAMA QUEEN SIZE"
"16209","QUARTO DUPLO DELUXE 1 CAMA QUEEN SIZE + POUPE 15%  OFERTA ESPECIAL"
"16585","QUARTO DUPLO DELUXE 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U>"
"16194","QUARTO DUPLO DELUXE 1 CAMA QUEEN SIZE <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16197","QUARTO DUPLO DELUXE 1 CAMA QUEEN SIZE <U>PACKAGE RATE</U> <U>NON REFUNDABLE</U>"
"16565","QUARTO DUPLO DELUXE 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + POUPE 40%  OFERTA SAZONAL"
"15788","QUARTO DUPLO DELUXE 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16484","QUARTO DUPLO DELUXE, CASA DE BANHO ANEXA 1 CAMA KING SIZE <U>NON REFUNDABLE</U> + POUPE 15%"
"16641","QUARTO DUPLO DELUXE, TERRAÇO 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + POUPE 40%  OFERTA SAZONAL"
"16700","QUARTO DUPLO DELUXE, VISTA PARA A CIDADE 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 33%"
"16115","QUARTO DUPLO DELUXE, VISTA PARA O MAR 1 CAMA KING SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"16120","QUARTO DUPLO DELUXE, VISTA PARA O MAR 1 CAMA KING SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U>"
"16114","QUARTO DUPLO DELUXE, VISTA PARA O MAR 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U>"
"16119","QUARTO DUPLO DELUXE, VISTA PARA O MAR 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U>"
"16487","QUARTO DUPLO ECONÓMICO 1 CAMA DE CASAL + PROMOÇÃO PRIVADA: POUPE 10%"
"16461","QUARTO DUPLO ECONÓMICO 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 10%"
"16156","QUARTO DUPLO EXECUTIVO 1 CAMA DE CASAL"
"15714","QUARTO DUPLO EXECUTIVO 1 CAMA DE CASAL + PREÇO PARA MEMBROS: 10%"
"16129","QUARTO DUPLO EXECUTIVO 1 CAMA DE CASAL + PREÇO PARA MEMBROS: 33%"
"16121","QUARTO DUPLO EXECUTIVO 1 CAMA DE CASAL <U>NON REFUNDABLE</U>"
"16104","QUARTO DUPLO EXECUTIVO 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 33%"
"15716","QUARTO DUPLO EXECUTIVO 1 CAMA DE CASAL <U>PACKAGE RATE</U>"
"15715","QUARTO DUPLO EXECUTIVO 1 CAMA DE CASAL <U>PACKAGE RATE</U> + PREÇO EXCLUSIVO PARA MEMBROS"
"16074","QUARTO DUPLO EXECUTIVO 1 CAMA QUEEN SIZE + PROMOÇÃO PRIVADA: POUPE 10%"
"15759","QUARTO DUPLO EXECUTIVO, 1 CAMA DE CASAL + PREÇO PARA MEMBROS: 33%"
"15725","QUARTO DUPLO EXECUTIVO, 1 CAMA DE CASAL <U>NON REFUNDABLE</U> + PREÇO PARA MEMBROS: 33%"
"16601","QUARTO DUPLO FAMILIAR 2 CAMAS INDIVIDUAIS E 1 CAMA DE CASAL + PREÇO PARA MEMBROS: 11%"
"16034","QUARTO DUPLO FAMILIAR, CASA DE BANHO PRIVATIVA 1 CAMA DE CASAL E 1 CAMA INDIVIDUAL + PROMOÇÃO PRIVADA: POUPE 10%"
"16066","QUARTO DUPLO FAMILIAR, CASA DE BANHO PRIVATIVA 1 CAMA DE CASAL E 1 CAMA INDIVIDUAL <U>PACKAGE RATE</U>"
"16136","QUARTO DUPLO NOBRE, VISTA PARA O MAR (DELUXE) 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U>"
"16087","QUARTO DUPLO OU TWIN (2 ADULTS + 1 CHILD) 2 CAMAS INDIVIDUAIS"
"16176","QUARTO DUPLO OU TWIN (AVENUE) 1 CAMA QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> + POUPE 15%  OFERTA ESPECIAL"
"16154","QUARTO DUPLO OU TWIN (AVENUE) 1 CAMA QUEEN SIZE <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 15%"
"16175","QUARTO DUPLO OU TWIN (AVENUE) 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> + POUPE 15%  OFERTA ESPECIAL"
"16153","QUARTO DUPLO OU TWIN (AVENUE) 2 CAMAS INDIVIDUAIS <U><I>BED TYPE AREN'T GUARANTEED</I></U> <U>NON REFUNDABLE</U> + PROMOÇÃO PRIVADA: POUPE 15%"
"15814","QUARTO DUPLO OU TWIN (WITH EXTRA BED) 1 CAMA DE CASAL E 1 CAMA INDIVIDUAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + POUPE 40%  OFERTA SAZONAL"
"15701","QUARTO DUPLO OU TWIN (WITH EXTRA BED) 1 CAMA DE CASAL E 1 CAMA INDIVIDUAL <U><I>BED TYPE AREN'T GUARANTEED</I></U> + PREÇO PARA MEMBROS: 25%"
"16088","QUARTO DUPLO OU TWIN (WITH EXTRA BED) 2 CAMAS INDIVIDUAIS"
